grantee_name,grantee_city,grantee_state,grantee_zip,grantee_country,grant_amount,grant_purpose_raw,relationship,foundation_status,grant_bucket,region_id,region_name,region_rule_source,region_relevant,foundation_name,foundation_ein,tax_year,grantee_ein,cash_grant_amount,non_cash_amount,irc_section,source_file,foundation_country,source_system,grant_amount_cash,grant_amount_in_kind,currency,fiscal_year,reporting_period
ASSOCIATION FOR TEENAGE DIPLOMATS,WEBSTER,NY,14580,US,6564.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6052134,6564.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
AUTISMUP,ROCHESTER,NY,14620,US,19750.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,04-3833868,19750.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
AVON FREE LIBRARY,AVON,NY,14414,US,104124.0,FOR FRONT ENTRANCE ACCESSIBILITY,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6002904,104124.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BADEN STREET SETTLEMENT OF ROCHESTER INC,ROCHESTER,NY,14605,US,5831.0,FOR ANNUAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743914,5831.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BENEDICTINE FOUNDATION OF NEW YORK,PINE CITY,NY,14871,US,5730.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0767222,5730.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BEST BUDDIES NEW YORK,ROCHESTER,NY,14620,US,15000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,52-1614576,15000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BIG BROTHERS BIG SISTERS OF GREATER ROCHESTER,ROCHESTER,NY,14614,US,36560.0,SPORTS BUDDIES PILOT PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0997229,36560.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BISHOP KEARNEY HIGH SCHOOL,ROCHESTER,NY,14617,US,7000.0,FOR THE SCHOLARSHIP FUND,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,11-2861698,7000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION INC,FAIRPORT,NY,14450,US,5698.0,FOR BUILDING HOPE TOGETHER PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6101149,5698.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BIVONA CHILD ADVOCACY CENTER,ROCHESTER,NY,14620,US,92000.0,FOR GENERAL SUPPORT AND PREVENTION SERVICES EXPANSION,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,03-0519569,92000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BLACK MEN ACHIEVE OF GREATER ROCHESTER INC,ROCHESTER,NY,14607,US,25000.0,FOR THE DONALD STARVER OUTDOOR EXPLORERS PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,85-1728412,25000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BLACKFRIARS OF ROCHESTER NEW YORK INC,ROCHESTER,NY,146052741,US,11688.0,FOR THE IMMERSIVE PRODUCTION OF CABARET AT BLACKFRIARS THEATRE,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,22-2453270,11688.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BOA EDITIONS LTD,ROCHESTER,NY,14607,US,15278.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,22-2438531,15278.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BOCES 2 CENTER FOR WORKFORCE DEVELOPMENT,SPENCERPORT,NY,14559,US,20000.0,ADULT MACHINING PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6008784,20000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BOCES NO 1,FAIRPORT,NY,144501392,US,19430.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6008841,19430.0,0.0,SCHOOL,,US,IRS_990,,,USD,,
BORINQUEN DANCE THEATRE INC,ROCHESTER,NY,14604,US,7120.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,56-2302064,7120.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BOY SCOUTS OF AMERICA SENECA WATERWAYS COUNCIL 397,ROCHESTER,NY,14623,US,15519.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743108,15519.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BOYS & GIRLS CLUB OF GENEVA,GENEVA,NY,144561020,US,22169.0,FOR THE FIRST 1000 DAYS PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1481026,22169.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BOYS & GIRLS CLUBS OF ROCHESTER INC,ROCHESTER,NY,14611,US,83550.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1001619,83550.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BREATHEDEEP,HENRIETTA,NY,14467,US,35500.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,86-2855774,35500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BRIGHTLANE LEARNING,INDIANAPOLIS,IN,46208,US,7500.0,TO PROVIDE TUTORING AND ACADEMIC SUPPORT SERVICES TO STUDENTS EXPERIENCING HOMELESSNESS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,35-2151003,7500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BRIGHTON CENTRAL SCHOOL DISTRICT,ROCHESTER,NY,14618,US,35722.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0915447,35722.0,0.0,SCHOOL,,US,IRS_990,,,USD,,
BRIGHTSTAR COMMUNITY,ROCHESTER,NY,14608,US,40000.0,"FOR ""LISA'S HOUSE""",,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,82-2177572,40000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BUFFALO AKG ART MUSEUM,BUFFALO,NY,142670028,US,20000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6001555,20000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BURROUGHS AUDUBON NATURE CLUB,ROCHESTER,NY,14610,US,12301.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6054355,12301.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAMERON COMMUNITY MINISTRIES,ROCHESTER,NY,146061743,US,47137.0,FOR GENERAL SUPPORT AND SCHOLARSHIPS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1257507,47137.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAMP DAYDREAMS,ROCHESTER,NY,14611,US,20000.0,FOR SCHOOL AGE PROGRAMS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1251733,20000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAMP DUDLEY FOUNDATION,WESTPORT,NY,12993,US,15000.0,FOR THE DAVENPORT LEADERSHIP FUND,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,46-3794874,15000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAMP GOOD DAYS & SPECIAL TIMES,MENDON,NY,145069732,US,48436.0,FOR SCHOOL AGE PROGRAMS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,22-2329654,48436.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAMP ONSEYAWA,CANANDAIGUA,NY,14424,US,20000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,22-2634540,20000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAMP STELLA MARIS,LIVONIA,NY,14487,US,23097.0,FOR GENERAL SUPPORT AND CAMPERSHIPS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743941,23097.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CANANDAIGUA LAKE WATERSHED ASSOCIATION,CANANDAIGUA,NY,14424,US,11800.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1071349,11800.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CANCER SUPPORT COMMUNITY ROCHESTER,ROCHESTER,NY,146072514,US,19000.0,MAPPING MY JOURNEY PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0836556,19000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CASA OF THE SOUTHERN TIER INC,CORNING,NY,14830,US,9000.0,TO SUPPORT COURT APPOINTED SPECIAL ADVOCATES (CASA),,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,22-2984339,9000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,441064923,US,9500.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,34-1018992,9500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CATHOLIC CHARITIES FAMILY AND COMMUNITY SERVICES,ROCHESTER,NY,14604,US,46250.0,FOR GENERAL SUPPORT AND REFUGEE RESETTLEMENT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743944,46250.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CATHOLIC CHARITIES OF BUFFALO NY INC,BUFFALO,NY,14209,US,65899.0,THE HOME VISITATION PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743251,65899.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CATHOLIC CHARITIES OF THE FINGER LAKES,GENEVA,NY,144561830,US,160925.0,CHILDHOOD COUNSELING & INTERVENTION PROGRAM CCIP,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743944,160925.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CATHOLIC CHARITIES STEUBENLIVINGSTON,MT MORRIS,NY,14510,US,11017.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,30-0553416,11017.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CATHOLIC DIOCESE OF ROCHESTER,ROCHESTER,NY,14624,US,14000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0755765,14000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CAUSEWAVE COMMUNITY PARTNERS,ROCHESTER,NY,14607,US,123000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0741816,123000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CDS LIFE TRANSITIONS,WEBSTER,NY,14580,US,11000.0,FOR CDS WOLF FOUNDATION TARGETED FOR THE WARRIOR SALUTE VETERANS SERVICE PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1089115,11000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CELEBRATION OF LIFE COMMUNITY,ROCHESTER,NY,14624,US,10000.0,TO SUPPORT HELP ME READ ONE-ON-ONE TUTORING,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,20-5031127,10000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CENTER FOR GOVERNMENTAL RESEARCH,ROCHESTER,NY,14614,US,6688.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0754774,6688.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CENTER FOR TEEN EMPOWERMENT,ROCHESTER,NY,14611,US,107550.0,FOR GENERAL SUPPORT AND THE NEW BUILDING,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,04-3091002,107550.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHALLENGER MIRACLE FIELD OF WNY,WEBSTER,NY,14580,US,15000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,47-4470598,15000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHARITY NEWSIES (FRANKLIN COUNTY),COLUMBUS,OH,43214,US,8300.0,TO PROVIDE NEW BACK-TO-SCHOOL CLOTHING FOR K-12 STUDENTS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,31-6401150,8300.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHILDREN OF PROMISE NYC,BROOKLYN,NY,11216,US,20000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,83-0440009,20000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHILDREN'S INSTITUTE INC,ROCHESTER,NY,14604,US,287268.0,"RECAP, BEHAVIORAL SUPPORTS FOR CHILDREN, ROC THE FUTURE",,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,23-7102632,287268.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHRIST CHURCH ROCHESTER,ROCHESTER,NY,14604,US,8100.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743957,8100.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHRIST EPISCOPAL CHURCH,ROCHESTER,NY,14607,US,34000.0,VANDELINDER FELLOWSHIP,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743957,34000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHRIST EPISCOPAL CHURCH PITTSFORD,PITTSFORD,NY,14534,US,15040.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0979777,15040.0,0.0,CHURCH,,US,IRS_990,,,USD,,
CITY HONORS SCHOOL FMP,BUFFALO,NY,14204,US,6400.0,TO SUPPORT THE FBO STUDENT TRIP - 2023,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1510686,6400.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CLIMATE SOLUTIONS ACCELERATOR OF THE GENESEE-FINGER LAKES REGION,ROCHESTER,NY,14620,US,91500.0,TO SUPPORT THE MISSION OF THE CLIMATE SOLUTIONS ACCELERATOR ORGANIZATION,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,47-5562806,91500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COBBLESTONE FOUNDATION,FARMINGTON,NY,14425,US,20000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,85-1375002,20000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COBBLESTONE SOCIETY,ALBION,NY,14411,US,44167.0,HISTORIC PRESERVATION,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0979095,44167.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COMMON GROUND HEALTH,MT MORRIS,NY,145100160,US,61750.0,SUMMER MEALS PARTNERSHIP,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1061456,61750.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COMMUNITY ACTION OF ORLEANS AND GENESEE,ALBION,NY,14411,US,133166.0,"""DOOR THROUGH DOOR"" TRANSPORTATION",,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6059252,133166.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COMMUNITY FOOD CUPBOARD OF ROCHESTER INC,ROCHESTER,NY,14621,US,11500.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1324346,11500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COMMUNITY FOUNDATION OF THE HOLLANDZEELAND AREA,HOLLAND,MI,49423,US,166492.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,38-6095283,166492.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COMMUNITY RESOURCE COLLABORATIVE,ROCHESTER,NY,14607,US,24500.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,87-2598022,24500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CONGREGATION BETH SHOLOM,ROCHESTER,NY,14620,US,559000.0,TO SUPPORT THE RENOVATION OF THE SANCTUARY AND GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0814112,559000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CONNECTED COMMUNITIES INC,ROCHESTER,NY,14609,US,95750.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,47-5104440,95750.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CONSUMER CREDIT COUNSELING SERVICE OF ROCHESTER,ROCHESTER,NY,14607,US,15000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0972260,15000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CONTINUING DEVELOPMENTAL SERVICES,WEBSTER,NY,14580,US,36431.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1089115,36431.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COORDINATED CARE SERVICES INC,ROCHESTER,NY,146111153,US,81500.0,ANTIRACIST CURRICULUM PROJECT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,22-2573042,81500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CORNELL CO-OP EXTENSION OF WAYNE COUNTY,NEWARK,NY,145139739,US,10998.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6072898,10998.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CORNELL COOPERATIVE EXTENSION FOUNDATION,ROCHESTER,NY,14617,US,138688.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1159507,138688.0,0.0,SCHOOL,,US,IRS_990,,,USD,,
CORNELL COOPERATIVE EXTENSIONORLEANS CO,ALBION,NY,14411,US,10000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-6072890,10000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CORNELL UNIVERSITY HOSPITAL FOR ANIMALS,ITHACA,NY,14853,US,50000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,15-0532082,50000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CORNELL UNIVERSITY SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ROCHESTER,NY,14620,US,10000.0,FOR THE ED VARGAS LEGACY FUND AT THE WORKER INSTITUTE AT CORNELL UNIVERSITY,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,15-0532082,10000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CRACKER BOX PALACE - FARM ANIMAL HAVEN,ALTON,NY,14413,US,63984.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1600471,63984.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CRIMESTOPPERS OF ROCHESTER,ROCHESTER,NY,14614,US,10000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1190497,10000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CROHN'S & COLITIS FOUNDATION INC,NEW YORK,NY,10017,US,30000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,13-6193105,30000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CROSSROADS HOUSE,BATAVIA,NY,14021,US,14921.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1505042,14921.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
DAYSPRING CENTER INC,INDIANAPOLIS,IN,46244,US,7500.0,"TO PROVIDE SHELTER, FOOD, AND CLOTHING TO FAMILIES IN NEED",,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,35-1618998,7500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
DAYSTAR KIDS,ROCHESTER,NY,146185608,US,83258.0,DAYSTAR DERBY PADDLE CALL,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,26-3275794,83258.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
DEEP ARTS,ROCHESTER,NY,14618,US,10250.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-1397824,10250.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
DISABILITY EMPOWHER NETWORK,ROCHESTER,NY,14616,US,6000.0,FOR GENERAL SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,86-2446885,6000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
DOLLARS FOR SCHOLARS - PALMYRA-MACEDON CHAPTER,PALMYRA,NY,14522,US,54642.0,FOR GENERAL SUPPORT AND SCHOLARSHIPS,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,41-2073846,54642.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
DUNDEE DOLLARS FOR SCHOLARS INC,DUNDEE,NY,14837,US,15088.0,TO PROVIDE SCHOLARSHIPS TO RESIDENT STUDENTS OF THE DUNDEE CENTRAL SCHOOL DISTRICT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,46-4863732,15088.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
EASTMAN SCHOOL OF MUSIC,ROCHESTER,NY,14604,US,79710.0,FOR SCHOLARSHIPS SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743209,79710.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
EASTSIDE FAMILY YMCA,PENFIELD,NY,14526,US,60000.0,FOR THE ANNUAL CAMPAIGN AND FOR THE AQUATIC PROGRAM,,,schedule_i,great_lakes,Great Lakes,preset,True,ROCHESTER AREA COMMUNITY FOUNDATION,23-7250641,2023.0,16-0743242,60000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
